date,price,type,bedrooms
2013-11-05,725000,house,4
2013-11-05,815000,house,3
2013-11-06,433000,house,3
2013-11-06,456000,house,3
2013-11-06,472000,house,3
2013-11-06,510000,house,3
2013-11-06,535000,house,4
2013-11-06,535000,house,4
2013-11-06,605000,house,3
2013-11-08,375000,house,3
2013-11-08,398000,house,3
2013-11-08,415000,house,3
2013-11-08,440000,house,4
2013-11-08,449950,house,4
2013-11-08,533000,house,3
2013-11-08,627000,house,4
2013-11-08,647000,house,5
2013-11-08,712000,house,4
2013-11-08,765000,house,4
2013-11-08,920444,house,5
2013-11-09,492000,house,4
2013-11-09,517000,house,4
2013-11-09,560000,house,3
2013-11-09,980000,house,5
2013-11-10,390000,house,3
2013-11-10,415000,house,2
2013-11-10,465000,house,4
2013-11-10,480000,house,3
2013-11-10,500000,house,3
2013-11-10,540000,house,4
2013-11-10,665000,house,3
2013-11-10,1567140,house,5
2013-11-11,405000,house,2
2013-11-11,410000,house,3
2013-11-11,437500,house,3
2013-11-11,536000,house,4
2013-11-11,585000,house,4
2013-11-11,645000,house,3
2013-11-12,400000,house,3
2013-11-12,410500,house,3
2013-11-12,490000,house,4
2013-11-12,585000,house,3
2013-11-12,590000,house,4
2013-11-12,685000,house,5
2013-11-12,690000,house,3
2013-11-12,762000,house,4
2013-11-12,1100000,house,5
2013-11-13,613000,house,3
2013-11-13,730000,house,4
2013-11-13,980000,house,4
2013-11-13,1130000,house,5
2013-11-13,1700000,house,4
2013-11-15,380000,house,3
2013-11-15,430000,house,3
2013-11-15,460000,house,4
2013-11-15,480000,house,3
2013-11-15,505000,house,3
2013-11-15,526500,house,3
2013-11-15,555000,house,3
2013-11-15,612500,house,4
2013-11-15,620000,house,4
2013-11-15,629950,house,3
2013-11-15,736000,house,5
2013-11-15,870000,house,5
2013-11-16,463000,house,3
2013-11-16,471500,house,4
2013-11-16,770000,house,5
2013-11-17,375000,house,3
2013-11-17,459000,house,3
2013-11-17,595000,house,3
2013-11-17,610000,house,3
2013-11-17,950000,house,4
2013-11-17,1151500,house,5
2013-11-18,398000,house,3
2013-11-18,557500,house,4
2013-11-18,739500,house,4
2013-11-18,965000,house,4
2013-11-19,410000,house,3
2013-11-19,419000,house,3
2013-11-19,429950,house,3
2013-11-19,560000,house,4
2013-11-19,560000,house,4
2013-11-19,560000,house,3
2013-11-19,565000,house,4
2013-11-19,568000,house,4
2013-11-19,650000,house,4
2013-11-20,442500,house,4
2013-11-20,478000,house,3
2013-11-20,500000,house,3
2013-11-20,550500,house,3
2013-11-20,1075000,house,5
2013-11-20,1105000,house,5
2013-11-22,412500,house,3
2013-11-22,429000,house,3
2013-11-22,485000,house,3
2013-11-22,558000,house,4
2013-11-22,595000,house,5
2013-11-22,635000,house,4
2013-11-22,635000,house,3
2013-11-22,645000,house,4
2013-11-22,675000,house,4
2013-11-23,520000,house,4
2013-11-23,562000,house,4
2013-11-24,415000,house,3
2013-11-24,485000,house,3
2013-11-24,515000,house,3
2013-11-24,527000,house,4
2013-11-24,581500,house,4
2013-11-25,410000,house,3
2013-11-25,460000,house,3
2013-11-25,502000,house,4
2013-11-25,532500,house,5
2013-11-25,600000,house,4
2013-11-25,714000,house,4
2013-11-26,520000,house,4
2013-11-26,530000,house,3
2013-11-26,558000,house,4
2013-11-26,570000,house,4
2013-11-26,645000,house,4
2013-11-27,347500,house,3
2013-11-27,488000,house,2
2013-11-27,860000,house,3
2013-11-27,860000,house,5
2013-11-27,930000,house,4
2013-11-29,400000,house,3
2013-11-29,410000,house,3
2013-11-29,470000,house,3
2013-11-29,515000,house,4
2013-11-29,517500,house,5
2013-11-29,545000,house,4
2013-11-29,880000,house,4
2013-11-29,910000,house,3
2013-11-29,1240000,house,4
2013-11-30,412500,house,3
2013-11-30,550500,house,4
2013-11-30,671000,house,4
2013-11-30,775000,house,4
2013-11-30,1675000,house,5
2013-12-01,386000,house,3
2013-12-01,412500,house,3
2013-12-01,453500,house,3
2013-12-01,481700,house,3
2013-12-01,512000,house,4
2013-12-01,541000,house,4
2013-12-01,609000,house,4
2013-12-01,667500,house,4
2013-12-01,740000,house,4
2013-12-01,820000,house,4
2013-12-02,420000,house,3
2013-12-02,450000,house,3
2013-12-02,460000,house,3
2013-12-02,527000,house,4
2013-12-02,630000,house,4
2013-12-02,675000,house,3
2013-12-02,835000,house,3
2013-12-03,327000,house,2
2013-12-03,437000,house,3
2013-12-03,437500,house,3
2013-12-03,515000,house,4
2013-12-03,539950,house,4
2013-12-04,480000,house,4
2013-12-04,545000,house,4
2013-12-04,550000,house,3
2013-12-04,555000,house,3
2013-12-04,702500,house,4
2013-12-04,735000,house,4
2013-12-04,910000,house,4
2013-12-04,940000,house,4
2013-12-04,1101000,house,4
2013-12-06,420000,house,3
2013-12-07,420000,house,3
2013-12-07,575000,house,4
2013-12-08,326000,house,2
2013-12-08,371000,house,3
2013-12-08,410000,house,3
2013-12-08,430000,house,3
2013-12-08,470000,house,4
2013-12-08,531000,house,4
2013-12-08,543500,house,4
2013-12-08,580000,house,4
2013-12-08,900000,house,5
2013-12-08,900000,house,3
2013-12-08,935000,house,3
2013-12-09,355000,house,3
2013-12-09,397000,house,3
2013-12-09,417500,house,3
2013-12-09,420000,house,4
2013-12-09,562000,house,4
2013-12-10,420000,house,2
2013-12-10,485000,house,3
2013-12-10,522000,house,4
2013-12-10,560000,house,3
2013-12-10,575000,house,4
2013-12-10,580000,house,3
2013-12-10,635000,house,3
2013-12-10,755000,house,4
2013-12-11,487500,house,4
2013-12-11,610000,house,4
2013-12-11,812000,house,4
2013-12-11,1255000,house,4
2013-12-12,470000,house,4
2013-12-12,734000,house,4
2013-12-13,415000,house,3
2013-12-13,430000,house,3
2013-12-13,442500,house,3
2013-12-13,500000,house,4
2013-12-13,541000,house,3
2013-12-13,550000,house,4
2013-12-13,655000,house,3
2013-12-13,940000,house,3
2013-12-13,962000,house,4
2013-12-14,350000,house,3
2013-12-14,360000,house,2
2013-12-14,430000,house,3
2013-12-14,471000,house,3
2013-12-14,545000,house,4
2013-12-14,655000,house,4
2013-12-14,760000,house,5
2013-12-14,775000,house,5
2013-12-14,940000,house,4
2013-12-15,345000,house,2
2013-12-15,393000,house,3
2013-12-15,422000,house,3
2013-12-15,497000,house,4
2013-12-15,525000,house,4
2013-12-15,660000,house,4
2013-12-15,663000,house,3
2013-12-16,390000,house,3
2013-12-16,460000,house,2
2013-12-16,540000,house,4
2013-12-16,568000,house,4
2013-12-16,585000,house,4
2013-12-16,655000,house,4
2013-12-16,789000,house,3
2013-12-17,600000,house,5
2013-12-17,712000,house,3
2013-12-17,732500,house,5
2013-12-18,400000,house,3
2013-12-18,431000,house,3
2013-12-18,475000,house,3
2013-12-18,756000,house,3
2013-12-19,715000,house,3
2013-12-20,500000,house,4
2013-12-21,399000,house,3
2013-12-21,485000,house,3
2013-12-21,725000,house,4
2013-12-21,780000,house,5
2013-12-22,326500,house,1
2013-12-22,346000,house,2
2013-12-22,429000,house,3
2013-12-22,441250,house,3
2013-12-22,490000,house,3
2013-12-22,552000,house,3
2013-12-22,580000,house,4
2013-12-22,600000,house,4
2013-12-22,806000,house,4
2013-12-22,860000,house,4
2013-12-23,389000,house,3
2013-12-23,395000,house,3
2013-12-23,410000,house,3
2013-12-23,427000,house,3
2013-12-23,430000,house,3
2013-12-23,467000,house,3
2013-12-23,486000,house,3
2013-12-23,510000,house,4
2013-12-23,534000,house,4
2013-12-23,625000,house,3
2013-12-23,670000,house,3
2013-12-23,687000,house,4
2013-12-23,767000,house,4
2013-12-24,447000,house,4
2013-12-24,457500,house,3
2013-12-24,595000,house,3
2014-01-04,474000,house,4
2014-01-05,410000,house,3
2014-01-05,440000,house,3
2014-01-06,405100,house,3
2014-01-06,415000,house,3
2014-01-06,455000,house,3
2014-01-06,568500,house,4
2014-01-07,361500,house,3
2014-01-07,396000,house,3
2014-01-10,438000,house,3
2014-01-10,465000,house,4
2014-01-10,505000,house,4
2014-01-10,820000,house,4
2014-01-11,439950,house,3
2014-01-11,745000,house,3
2014-01-12,445000,house,3
2014-01-12,510000,house,4
2014-01-12,525000,house,4
2014-01-12,529000,house,4
2014-01-12,555000,house,4
2014-01-13,485000,house,4
2014-01-13,500000,house,4
2014-01-13,520000,house,3
2014-01-14,440000,house,3
2014-01-14,465000,house,3
2014-01-14,470000,house,4
2014-01-14,560000,house,5
2014-01-15,860000,house,5
2014-01-17,370000,house,3
2014-01-17,480000,house,4
2014-01-17,569000,house,4
2014-01-17,608800,house,4
2014-01-18,410000,house,3
2014-01-18,438000,house,3
2014-01-18,452500,house,3
2014-01-18,2060000,house,5
2014-01-19,509950,house,3
2014-01-19,550000,house,4
2014-01-19,630000,house,3
2014-01-20,355000,house,3
2014-01-20,384000,house,3
2014-01-20,414000,house,3
2014-01-20,418330,house,3
2014-01-20,545000,house,3
2014-01-20,661000,house,4
2014-01-21,386000,house,3
2014-01-21,425050,house,4
2014-01-21,529950,house,3
2014-01-21,550000,house,5
2014-01-21,616500,house,4
2014-01-22,405000,house,3
2014-01-24,405000,house,3
2014-01-24,430000,house,3
2014-01-24,445000,house,3
2014-01-24,650000,house,4
2014-01-25,416000,house,3
2014-01-25,435000,house,3
2014-01-25,485000,house,3
2014-01-25,622000,house,4
2014-01-25,623000,house,4
2014-01-25,631500,house,4
2014-01-27,430000,house,3
2014-01-27,567500,house,3
2014-01-27,805000,house,3
2014-01-28,340000,house,2
2014-01-28,453000,house,4
2014-01-28,520000,house,4
2014-01-31,490000,house,3
2014-01-31,574500,house,4
2014-02-01,420000,house,3
2014-02-01,428100,house,3
2014-02-02,370000,house,1
2014-02-02,480500,house,3
2014-02-02,510012,house,3
2014-02-02,525000,house,4
2014-02-02,588500,house,4
2014-02-03,389000,house,3
2014-02-03,441000,house,3
2014-02-03,580000,house,3
2014-02-03,625000,house,2
2014-02-04,550000,house,3
2014-02-04,550000,house,4
2014-02-04,607000,house,5
2014-02-05,482000,house,3
2014-02-05,580000,house,4
2014-02-05,670000,house,3
2014-02-05,888000,house,4
2014-02-05,1035000,house,5
2014-02-07,235000,house,4
2014-02-07,399950,house,3
2014-02-07,440000,house,3
2014-02-07,446000,house,3
2014-02-07,695000,house,4
2014-02-08,420000,house,3
2014-02-08,482000,house,3
2014-02-08,497500,house,4
2014-02-08,535000,house,4
2014-02-08,565000,house,4
2014-02-08,620000,house,4
2014-02-09,425000,house,3
2014-02-09,425000,house,3
2014-02-09,459000,house,4
2014-02-09,616000,house,4
2014-02-09,625000,house,4
2014-02-09,834000,house,3
2014-02-09,900000,house,5
2014-02-10,280000,house,2
2014-02-10,461000,house,3
2014-02-10,477000,house,3
2014-02-10,538888,house,4
2014-02-10,563100,house,4
2014-02-10,680000,house,4
2014-02-10,700000,house,4
2014-02-11,602000,house,4
2014-02-11,620000,house,4
2014-02-12,1220000,house,4
2014-02-14,395000,house,3
2014-02-14,445000,house,3
2014-02-14,481000,house,4
2014-02-14,515000,house,4
2014-02-14,630000,house,3
2014-02-14,700000,house,5
2014-02-15,406000,house,3
2014-02-15,420000,house,3
2014-02-15,449000,house,3
2014-02-15,460000,house,3
2014-02-15,466000,house,3
2014-02-15,496000,house,3
2014-02-15,620000,house,3
2014-02-15,650000,house,4
2014-02-16,600000,house,4
2014-02-17,445000,house,3
2014-02-17,462000,house,3
2014-02-17,500000,house,4
2014-02-17,545000,house,4
2014-02-17,587000,house,3
2014-02-17,760000,house,5
2014-02-18,370000,house,3
2014-02-18,429500,house,3
2014-02-18,430000,house,3
2014-02-18,442500,house,3
2014-02-18,446000,house,3
2014-02-18,465000,house,3
2014-02-18,527000,house,3
2014-02-18,755000,house,5
2014-02-18,1150000,house,3
2014-02-19,412000,house,3
2014-02-19,500000,house,3
2014-02-19,515000,house,3
2014-02-19,523000,house,4
2014-02-19,580000,house,3
2014-02-19,645000,house,4
2014-02-19,880000,house,5
2014-02-19,980000,house,5
2014-02-19,990000,house,3
2014-02-20,420000,house,3
2014-02-21,385000,house,3
2014-02-21,402500,house,3
2014-02-21,460000,house,3
2014-02-21,545000,house,4
2014-02-21,780000,house,3
2014-02-22,399950,house,1
2014-02-22,417500,house,3
2014-02-22,446000,house,3
2014-02-22,475000,house,3
2014-02-22,485000,house,4
2014-02-22,506500,house,3
2014-02-22,662500,house,4
2014-02-23,420000,house,3
2014-02-23,465000,house,3
2014-02-23,615000,house,3
2014-02-23,650000,house,3
2014-02-24,399000,house,3
2014-02-24,409000,house,3
2014-02-24,491000,house,4
2014-02-24,570000,house,4
2014-02-24,570000,house,3
2014-02-24,590000,house,5
2014-02-25,409000,house,3
2014-02-25,419000,house,3
2014-02-25,486500,house,3
2014-02-25,510000,house,4
2014-02-25,657000,house,4
2014-02-25,750000,house,4
2014-02-25,868000,house,4
2014-02-26,447000,house,3
2014-02-26,474000,house,4
2014-02-26,502500,house,4
2014-02-26,627500,house,4
2014-02-26,630000,house,4
2014-02-26,837000,house,3
2014-02-27,435000,house,1
2014-02-28,555000,house,4
2014-02-28,588000,house,4
2014-02-28,685000,house,4
2014-02-28,715000,house,3
2014-02-28,1140000,house,4
2014-03-01,415500,house,4
2014-03-01,419134,house,3
2014-03-01,420000,house,3
2014-03-01,507500,house,4
2014-03-01,720000,house,3
2014-03-01,725000,house,4
2014-03-01,875000,house,5
2014-03-02,438000,house,3
2014-03-02,442500,house,3
2014-03-02,477500,house,3
2014-03-02,600000,house,3
2014-03-02,610000,house,4
2014-03-03,580000,house,4
2014-03-03,587000,house,4
2014-03-03,647750,house,4
2014-03-03,665000,house,4
2014-03-04,340000,house,2
2014-03-04,425000,house,3
2014-03-04,430000,house,3
2014-03-04,480000,house,3
2014-03-04,611000,house,4
2014-03-04,1350001,house,4
2014-03-05,391000,house,3
2014-03-05,482000,house,4
2014-03-05,516000,house,4
2014-03-05,522000,house,2
2014-03-05,535000,house,4
2014-03-05,538000,house,4
2014-03-05,568000,house,2
2014-03-05,618000,house,4
2014-03-05,654000,house,4
2014-03-05,699000,house,4
2014-03-05,810000,house,4
2014-03-05,850000,house,3
2014-03-05,870000,house,3
2014-03-05,940000,house,5
2014-03-07,442000,house,3
2014-03-07,580000,house,3
2014-03-07,665000,house,4
2014-03-08,390000,house,3
2014-03-08,565000,house,3
2014-03-08,750000,house,4
2014-03-08,1100000,house,4
2014-03-09,424590,house,3
2014-03-09,434000,house,3
2014-03-09,729000,house,3
2014-03-10,472000,house,3
2014-03-10,520000,house,4
2014-03-10,790000,house,4
2014-03-11,567632,house,4
2014-03-11,574950,house,3
2014-03-11,950000,house,4
2014-03-11,975000,house,4
2014-03-12,1750000,house,5
2014-03-15,390000,house,3
2014-03-15,400000,house,3
2014-03-15,418000,house,3
2014-03-15,470000,house,3
2014-03-15,490000,house,3
2014-03-15,580000,house,5
2014-03-15,627000,house,5
2014-03-15,1050000,house,4
2014-03-16,382000,house,3
2014-03-16,418500,house,3
2014-03-16,440000,house,3
2014-03-16,455000,house,3
2014-03-16,561000,house,4
2014-03-16,570000,house,3
2014-03-16,650000,house,4
2014-03-16,670000,house,4
2014-03-16,731000,house,2
2014-03-16,1100000,house,4
2014-03-17,460000,house,3
2014-03-17,880000,house,4
2014-03-18,460000,house,3
2014-03-18,485000,house,3
2014-03-18,525000,house,3
2014-03-18,631500,house,4
2014-03-18,800000,house,4
2014-03-18,890000,house,5
2014-03-19,601000,house,4
2014-03-19,687000,house,5
2014-03-19,694000,house,3
2014-03-19,895000,house,4
2014-03-19,900000,house,4
2014-03-19,1310000,house,3
2014-03-21,490000,house,5
2014-03-21,600000,house,3
2014-03-21,615550,house,3
2014-03-21,639950,house,4
2014-03-21,970000,house,4
2014-03-22,555000,house,3
2014-03-22,640000,house,3
2014-03-22,775500,house,3
2014-03-23,445000,house,3
2014-03-23,457000,house,4
2014-03-23,475000,house,3
2014-03-23,477000,house,4
2014-03-23,530000,house,4
2014-03-23,685000,house,4
2014-03-23,1500000,house,4
2014-03-24,340000,house,3
2014-03-24,372500,house,3
2014-03-24,486000,house,3
2014-03-24,490000,house,4
2014-03-24,585000,house,4
2014-03-24,624000,house,4
2014-03-25,385000,house,3
2014-03-25,426000,house,3
2014-03-25,437000,house,3
2014-03-25,460000,house,3
2014-03-25,521500,house,4
2014-03-25,560000,house,5
2014-03-25,560000,house,3
2014-03-25,585000,house,4
2014-03-25,595000,house,4
2014-03-25,615000,house,4
2014-03-25,730000,house,2
2014-03-25,735000,house,4
2014-03-26,412000,house,3
2014-03-26,725000,house,3
2014-03-26,750000,house,3
2014-03-26,845000,house,4
2014-03-26,865000,house,3
2014-03-26,984000,house,4
2014-03-26,1135001,house,4
2014-03-27,1015000,house,4
2014-03-28,440000,house,3
2014-03-28,490000,house,3
2014-03-28,510000,house,4
2014-03-29,399950,house,3
2014-03-29,400000,house,3
2014-03-29,450000,house,3
2014-03-29,654000,house,4
2014-03-29,930000,house,4
2014-03-30,447500,house,3
2014-03-30,552500,house,4
2014-03-30,590000,house,4
2014-03-30,730000,house,3
2014-03-30,1200000,house,4
2014-03-31,390000,house,3
2014-03-31,472250,house,4
2014-03-31,544000,house,4
2014-03-31,625000,house,4
2014-03-31,660000,house,3
2014-03-31,1010000,house,4
2014-04-01,400000,house,3
2014-04-01,412500,house,3
2014-04-01,415000,house,3
2014-04-01,500000,house,4
2014-04-01,535000,house,4
2014-04-01,580000,house,4
2014-04-01,802000,house,3
2014-04-01,870000,house,4
2014-04-02,594000,house,3
2014-04-04,398000,house,3
2014-04-04,400000,house,3
2014-04-04,539000,house,4
2014-04-04,548500,house,4
2014-04-04,587000,house,4
2014-04-04,597000,house,3
2014-04-04,600000,house,4
2014-04-04,610000,house,4
2014-04-04,625000,house,4
2014-04-04,750000,house,5
2014-04-04,870000,house,4
2014-04-05,505000,house,3
2014-04-05,560000,house,4
2014-04-05,705500,house,4
2014-04-05,720000,house,4
2014-04-05,720000,house,4
2014-04-05,993000,house,5
2014-04-06,370000,house,4
2014-04-06,405000,house,3
2014-04-06,410000,house,3
2014-04-06,425000,house,3
2014-04-06,433000,house,3
2014-04-06,490000,house,3
2014-04-06,530000,house,3
2014-04-06,530000,house,3
2014-04-06,550000,house,3
2014-04-06,563000,house,5
2014-04-06,610000,house,4
2014-04-06,620000,house,2
2014-04-06,685000,house,4
2014-04-06,700000,house,4
2014-04-06,1725000,house,5
2014-04-07,397500,house,3
2014-04-07,424000,house,3
2014-04-07,450000,house,4
2014-04-07,533420,house,4
2014-04-07,741190,house,4
2014-04-08,375000,house,3
2014-04-08,376500,house,3
2014-04-08,432000,house,3
2014-04-08,585000,house,4
2014-04-08,630000,house,4
2014-04-08,748000,house,4
2014-04-08,1455000,house,3
2014-04-09,550000,house,4
2014-04-09,578000,house,4
2014-04-09,870000,house,5
2014-04-11,537500,house,4
2014-04-11,560000,house,4
2014-04-11,755000,house,3
2014-04-12,384000,house,3
2014-04-12,385000,house,3
2014-04-12,410000,house,3
2014-04-12,427000,house,4
2014-04-12,500000,house,4
2014-04-12,515000,house,3
2014-04-12,615000,house,4
2014-04-12,630000,house,4
2014-04-13,388000,house,3
2014-04-13,490000,house,3
2014-04-13,502000,house,4
2014-04-13,620000,house,4
2014-04-13,650000,house,4
2014-04-13,665000,house,3
2014-04-13,735000,house,4
2014-04-14,428650,house,3
2014-04-14,580000,house,4
2014-04-15,390000,house,3
2014-04-15,520000,house,3
2014-04-15,545000,house,4
2014-04-15,600000,house,3
2014-04-15,655000,house,4
2014-04-15,950000,house,4
2014-04-15,1000000,house,4
2014-04-16,503000,house,4
2014-04-16,540000,house,5
2014-04-16,997000,house,4
2014-04-16,1100000,house,4
2014-04-18,390000,house,3
2014-04-18,403000,house,3
2014-04-18,480000,house,3
2014-04-18,486000,house,4
2014-04-18,532000,house,4
2014-04-18,635000,house,5
2014-04-18,642000,house,4
2014-04-19,420000,house,3
2014-04-19,437000,house,3
2014-04-19,460000,house,3
2014-04-19,580000,house,5
2014-04-19,1150000,house,4
2014-04-20,316000,house,3
2014-04-20,510000,house,3
2014-04-20,567000,house,3
2014-04-20,652500,house,3
2014-04-21,440000,house,3
2014-04-21,512000,house,4
2014-04-21,540000,house,4
2014-04-21,540500,house,3
2014-04-21,550000,house,4
2014-04-21,670000,house,5
2014-04-21,924000,house,5
2014-04-27,437000,house,3
2014-04-27,440000,house,3
2014-04-27,475000,house,3
2014-04-27,490000,house,3
2014-04-27,545000,house,3
2014-04-27,626000,house,4
2014-04-27,665000,house,5
2014-04-28,375000,house,2
2014-04-28,427000,house,3
2014-04-28,440000,house,3
2014-04-28,485000,house,3
2014-04-28,612000,house,4
2014-04-29,360000,house,3
2014-04-29,430000,house,3
2014-04-29,465000,house,3
2014-04-29,470000,house,2
2014-04-29,471000,house,3
2014-04-29,477500,house,4
2014-04-29,521000,house,4
2014-04-29,535000,house,4
2014-04-29,640000,house,3
2014-04-29,675000,house,5
2014-04-29,686000,house,3
2014-04-30,527500,house,3
2014-04-30,701000,house,3
2014-04-30,750000,house,4
2014-04-30,845000,house,5
2014-05-02,513500,house,3
2014-05-02,580000,house,3
2014-05-02,625000,house,4
2014-05-02,661800,house,5
2014-05-02,785000,house,4
2014-05-02,1100000,house,4
2014-05-03,425000,house,3
2014-05-03,432500,house,3
2014-05-03,449000,house,3
2014-05-03,470000,house,3
2014-05-03,515000,house,3
2014-05-03,685000,house,4
2014-05-03,757000,house,4
2014-05-03,780000,house,3
2014-05-03,1005000,house,3
2014-05-03,1110000,house,4
2014-05-04,435000,house,3
2014-05-04,462500,house,3
2014-05-04,485000,house,4
2014-05-04,491000,house,3
2014-05-04,503000,house,3
2014-05-04,505000,house,4
2014-05-04,530000,house,4
2014-05-04,570000,house,4
2014-05-04,760000,house,4
2014-05-04,835000,house,4
2014-05-05,349950,house,3
2014-05-05,395000,house,3
2014-05-05,399000,house,3
2014-05-05,407000,house,3
2014-05-05,500000,house,4
2014-05-05,1330000,house,4
2014-05-06,409000,house,3
2014-05-06,422500,house,3
2014-05-06,454000,house,3
2014-05-06,500000,house,3
2014-05-06,535000,house,3
2014-05-06,690000,house,3
2014-05-06,844000,house,4
2014-05-06,2000000,house,4
2014-05-07,715500,house,3
2014-05-07,735000,house,3
2014-05-08,611000,house,3
2014-05-09,410000,house,3
2014-05-09,429000,house,3
2014-05-09,480000,house,2
2014-05-09,492000,house,3
2014-05-09,635000,house,4
2014-05-09,649000,house,4
2014-05-10,374500,house,3
2014-05-10,397000,house,3
2014-05-10,432000,house,3
2014-05-10,555000,house,3
2014-05-10,590000,house,3
2014-05-10,750000,house,4
2014-05-11,393500,house,3
2014-05-11,396000,house,3
2014-05-11,630000,house,4
2014-05-12,363000,house,3
2014-05-12,410000,house,3
2014-05-12,580000,house,4
2014-05-13,442000,house,3
2014-05-13,445000,house,4
2014-05-13,570000,house,5
2014-05-13,585000,house,4
2014-05-13,730000,house,4
2014-05-13,1330000,house,3
2014-05-14,417000,house,3
2014-05-14,610000,house,4
2014-05-16,442000,house,3
2014-05-16,445000,house,3
2014-05-16,458500,house,3
2014-05-16,494700,house,3
2014-05-16,505000,house,4
2014-05-16,505000,house,3
2014-05-16,512000,house,3
2014-05-16,517000,house,3
2014-05-16,855500,house,4
2014-05-17,370000,house,2
2014-05-17,427000,house,3
2014-05-17,460000,house,3
2014-05-17,515000,house,4
2014-05-17,580000,house,4
2014-05-17,620000,house,4
2014-05-18,530000,house,4
2014-05-19,425000,house,2
2014-05-19,631000,house,2
2014-05-20,325000,house,2
2014-05-20,409000,house,3
2014-05-20,559950,house,5
2014-05-20,585000,house,3
2014-05-20,805000,house,4
2014-05-20,815000,house,3
2014-05-21,344500,house,3
2014-05-21,830000,house,4
2014-05-23,478000,house,4
2014-05-23,487000,house,3
2014-05-23,597000,house,4
2014-05-23,685000,house,4
2014-05-24,435000,house,3
2014-05-24,560000,house,4
2014-05-24,602500,house,4
2014-05-24,605000,house,4
2014-05-24,1090000,house,5
2014-05-25,385000,house,3
2014-05-25,455000,house,3
2014-05-25,484500,house,4
2014-05-25,520000,house,4
2014-05-25,535000,house,4
2014-05-25,562000,house,3
2014-05-25,615000,house,3
2014-05-25,670000,house,4
2014-05-25,715678,house,3
2014-05-26,464000,house,3
2014-05-26,472000,house,3
2014-05-26,516000,house,4
2014-05-26,520000,house,3
2014-05-26,580000,house,3
2014-05-26,586000,house,4
2014-05-27,335000,house,2
2014-05-27,455000,house,3
2014-05-27,510000,house,3
2014-05-27,1475000,house,3
2014-05-28,410000,house,3
2014-05-28,760000,house,4
2014-05-30,455000,house,3
2014-05-30,467000,house,4
2014-05-30,480000,house,3
2014-05-30,520000,house,3
2014-05-30,550000,house,4
2014-05-30,817000,house,4
2014-05-31,425000,house,4
2014-05-31,475000,house,3
2014-05-31,733000,house,3
2014-05-31,1350000,house,4
2014-06-01,345000,house,3
2014-06-01,370000,house,3
2014-06-01,375000,house,3
2014-06-01,430000,house,4
2014-06-01,455000,house,3
2014-06-01,515000,house,3
2014-06-01,575000,house,4
2014-06-01,595000,house,3
2014-06-01,692500,house,4
2014-06-01,770000,house,4
2014-06-02,375000,house,2
2014-06-02,645000,house,4
2014-06-03,384000,house,3
2014-06-03,552000,house,4
2014-06-03,580000,house,4
2014-06-03,650000,house,4
2014-06-06,377000,house,3
2014-06-06,380000,house,3
2014-06-06,487000,house,3
2014-06-06,635000,house,5
2014-06-06,4150000,house,3
2014-06-07,375000,house,2
2014-06-07,731000,house,4
2014-06-07,900000,house,4
2014-06-08,252500,house,3
2014-06-08,255500,house,3
2014-06-08,261000,house,4
2014-06-08,620000,house,4
2014-06-08,660000,house,4
2014-06-08,800000,house,4
2014-06-09,363500,house,2
2014-06-09,388600,house,3
2014-06-09,430000,house,3
2014-06-09,790000,house,4
2014-06-09,819990,house,5
2014-06-10,445000,house,4
2014-06-10,450000,house,4
2014-06-10,498000,house,4
2014-06-10,590000,house,3
2014-06-11,500000,house,4
2014-06-11,841000,house,4
2014-06-14,380000,house,3
2014-06-14,386990,house,3
2014-06-14,500000,house,4
2014-06-14,505000,house,3
2014-06-14,530000,house,3
2014-06-14,565000,house,3
2014-06-14,595000,house,4
2014-06-14,660000,house,4
2014-06-14,900000,house,3
2014-06-14,1080000,house,4
2014-06-15,443000,house,3
2014-06-15,545000,house,4
2014-06-15,610000,house,3
2014-06-15,805000,house,5
2014-06-15,1300000,house,5
2014-06-16,415000,house,4
2014-06-16,433000,house,4
2014-06-16,531000,house,4
2014-06-16,605000,house,4
2014-06-16,605000,house,5
2014-06-16,800000,house,4
2014-06-17,528000,house,4
2014-06-17,660000,house,4
2014-06-17,660000,house,4
2014-06-17,755000,house,3
2014-06-18,385000,house,2
2014-06-18,456000,house,3
2014-06-18,622500,house,4
2014-06-18,655000,house,3
2014-06-18,840000,house,4
2014-06-20,385000,house,3
2014-06-20,412000,house,3
2014-06-20,425000,house,4
2014-06-20,500000,house,4
2014-06-20,525000,house,3
2014-06-20,536000,house,4
2014-06-20,571000,house,3
2014-06-20,640000,house,4
2014-06-21,517000,house,4
2014-06-21,525000,house,4
2014-06-21,750000,house,4
2014-06-23,386000,house,3
2014-06-23,440000,house,4
2014-06-23,529000,house,4
2014-06-23,790000,house,5
2014-06-23,860000,house,3
2014-06-24,460000,house,3
2014-06-27,375000,house,3
2014-06-27,430000,house,3
2014-06-27,458000,house,4
2014-06-27,630000,house,4
2014-06-27,642000,house,4
2014-06-28,415000,house,3
2014-06-28,443000,house,3
2014-06-28,500000,house,4
2014-06-28,530000,house,4
2014-06-28,569000,house,4
2014-06-28,570000,house,3
2014-06-28,615000,house,4
2014-06-28,875000,house,2
2014-06-29,462000,house,3
2014-06-29,490000,house,4
2014-06-29,573500,house,4
2014-06-29,590000,house,3
2014-06-29,600000,house,4
2014-06-29,600000,house,4
2014-06-29,615000,house,4
